Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,120286.78,0.002348692,-2.629173937,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,190306.6333,0.003800514,-2.42015769,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,313981.3333,0.006488275,-2.187870743,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,346460.3333,0.007128531,-2.146999947,Control
Q88QX5,Q88QX5_PSEPK,Srka,Stress response kinase A,0812_0815-Control,87999.53333,0.002120336,-2.673595262,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,2113333.333,0.042058742,-1.376143726,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1903333.333,0.037481662,-1.426181165,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1393995.733,0.027739863,-1.556895682,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1903333.333,0.035729709,-1.446970525,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1700000,0.032743033,-1.484881093,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,2050000,0.041989398,-1.376860355,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1956666.667,0.038194635,-1.417997635,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1946666.667,0.038010165,-1.420100244,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1820000,0.036346264,-1.439540228,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,2133333.333,0.04408432,-1.355715853,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,2063333.333,0.042453737,-1.372084071,Control
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,0812_0815-Control,1148597.667,0.027675298,-1.557907702,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,454869.4,0.009052635,-2.043225008,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,6888.413333,0.000135651,-3.86757682,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,895952.0667,0.017829027,-1.74887235,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,495652.3333,0.009304473,-2.031308224,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,1137265,0.021904415,-1.65946834,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,1973333.333,0.040419063,-1.393413764,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,93320.23333,0.001821635,-2.739538665,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,38035.33667,0.000742669,-3.129204572,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,525632.2667,0.010497126,-1.978929599,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,3870000,0.079971712,-1.097063608,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,3656666.667,0.075237076,-1.123568093,Control
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0812_0815-Control,2354441.333,0.056729929,-1.246187758,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,2339372.067,0.046557277,-1.33201243,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,1316777.54,0.025930828,-1.586183608,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,663204.1333,0.013197452,-1.879509902,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,1203024,0.022583378,-1.646211087,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,2247202.333,0.043282483,-1.363687837,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,735596,0.015066943,-1.821974857,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,458544.9,0.008950914,-2.048132614,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,1659359.78,0.032400277,-1.489451277,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,383424.2333,0.007657164,-2.115932058,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,1237228.733,0.025566744,-1.592324575,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,2161951.183,0.044482831,-1.351807582,Control
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,0812_0815-Control,37551.33333,0.000904794,-3.043450269,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,670602.6667,0.013346075,-1.874646453,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,570283.1033,0.011230381,-1.949605514,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,486462.0667,0.009680368,-2.014108146,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,1075372,0.020187073,-1.694926654,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,526405.3333,0.010138887,-1.994009733,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,940545.6667,0.019264852,-1.715234329,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,925973,0.01807523,-1.742916158,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,649359.78,0.01267925,-1.89690645,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,648238.6333,0.012945633,-1.887876706,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,861934.3333,0.017811464,-1.749300392,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,724042,0.014897394,-1.826889706,Control
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,0812_0815-Control,177566.5333,0.00427844,-2.368714515,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1097920.333,0.021850385,-1.660540901,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1343827.667,0.026463517,-1.57735244,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1128727.667,0.022461153,-1.648567956,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1171870.333,0.021998556,-1.657605819,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1295892.667,0.02495968,-1.602760982,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,395370,0.008098219,-2.091610503,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1093358,0.021342629,-1.670752095,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,791211.6667,0.015449017,-1.811099154,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1227516,0.024514077,-1.610584454,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1409151,0.029119436,-1.535817039,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,1114314,0.022927364,-1.639645879,Control
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,0812_0815-Control,173355.5333,0.004176977,-2.379137923,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,576808.6667,0.011479423,-1.940079952,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,405390.1033,0.007983202,-2.097822876,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,401415.0667,0.007987972,-2.097563457,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,515993,0.009686312,-2.013841569,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,666454.6667,0.012836322,-1.891559401,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,395910,0.008109279,-2.091017744,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,387519.6333,0.007564483,-2.121220771,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,294675.5567,0.005753767,-2.240047724,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,123499.9333,0.002466352,-2.607944893,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,629754.6667,0.013013581,-1.885603178,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,541241.3333,0.011136212,-1.95326251,Control
Q88QZ1,Q88QZ1_PSEPK,Waag,Lipopolysaccharide glucosyltransferase I,0812_0815-Control,310217.2667,0.007474641,-2.126409664,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,706926.6667,0.014068981,-1.851737365,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,641106,0.012625071,-1.898766177,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,627053.4,0.01247807,-1.903852599,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,675113.6667,0.012673353,-1.897108479,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,629484.6667,0.012124257,-1.916344858,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,713301.6667,0.014610296,-1.835340977,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,707486.3333,0.013810315,-1.859796427,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,666097,0.013006057,-1.885854359,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,760687.6667,0.015191294,-1.818405241,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,769327.3333,0.015897784,-1.79866341,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,912013.3333,0.018764963,-1.726652278,Control
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,0812_0815-Control,611226.6667,0.01472742,-1.831873338,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1553350.333,0.030914177,-1.509842315,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1511047.333,0.029756514,-1.526417949,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1367580,0.027214203,-1.565204385,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1359506,0.025520886,-1.59310425,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1273865.333,0.02453542,-1.610206495,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1489831.333,0.030515668,-1.515477112,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1361449,0.026575834,-1.575513104,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1197158.223,0.023375436,-1.631240283,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1400420,0.027967052,-1.553353311,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1579224.333,0.032633921,-1.486330745,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1592407.333,0.032764286,-1.484599297,Control
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,0812_0815-Control,1216147,0.029302889,-1.533089559,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,18130182.67,0.360819874,-0.44270955,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,14368363,0.282951026,-0.548288727,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,15104977.33,0.300581988,-0.522037048,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,15811113.33,0.296809005,-0.527522927,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,15369201,0.296020151,-0.528678724,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,14894498.67,0.30507855,-0.515588326,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,15527688,0.303104452,-0.518407685,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,15128662,0.295398771,-0.529591316,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,13316700.3,0.265940824,-0.57521499,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,17427540,0.360131836,-0.443538484,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,16391170,0.337253518,-0.472043511,Control
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,0812_0815-Control,11737510.27,0.282813641,-0.548499646,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,9670000,0.192448595,-0.715685255,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,11029404.33,0.217198109,-0.66314396,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,11063333.33,0.220155161,-0.657271128,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,9403333.333,0.17652103,-0.753203547,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,9910000,0.190872623,-0.719256359,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,10726666.67,0.219710377,-0.658149431,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,10356666.67,0.202164789,-0.694294483,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,9713333.333,0.18966031,-0.722023544,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,10440000,0.208491754,-0.680911117,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,11613333.33,0.239984017,-0.619817681,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,11766666.67,0.242102896,-0.616000015,Control
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,0812_0815-Control,13010000,0.313474101,-0.503798335,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,810787.3333,0.016135975,-1.792204774,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,1042855.333,0.020536577,-1.687471952,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,905673.6667,0.018022483,-1.744185386,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,1056125.333,0.019825771,-1.702769918,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,1405359,0.027068068,-1.567542735,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,939852,0.019250644,-1.715554746,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,1035797.667,0.020219036,-1.694239553,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,740651.2233,0.014461785,-1.839778092,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,831625.3333,0.016607953,-1.779683905,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,789145.3333,0.016307313,-1.78761758,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,975707,0.020075481,-1.697334045,Control
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,0812_0815-Control,566107.3333,0.013640276,-1.865176851,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,64149.46667,0.001276678,-2.893918679,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,211407.1033,0.004163164,-2.380576443,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,209365.7333,0.00416628,-2.380251523,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,355674.3333,0.006676781,-2.175432852,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,350374.3333,0.006748423,-2.170797729,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,444698.7667,0.009108602,-2.040548291,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,441866.6667,0.008625351,-2.064223241,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,488332,0.009535058,-2.020676652,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,312461.9667,0.006240014,-2.204814454,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,1333392,0.027553912,-1.559816727,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,1375398.667,0.028299264,-1.548224867,Control
Q88R01,Q88R01_PSEPK,Pp_0333,Putative ATP-dependent zinc protease domain-containing protein,0812_0815-Control,1807692.7,0.043556099,-1.360951027,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,904975.0667,0.018010463,-1.744475116,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,635422.4367,0.012513146,-1.902633473,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,788680,0.015694363,-1.804256298,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,914948,0.017175565,-1.765088966,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,1141132,0.021978896,-1.65799413,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,989941.3333,0.020276605,-1.693004758,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,1190109.3,0.023231239,-1.633927633,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,1157920.333,0.022609286,-1.645713156,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,518086.6333,0.010346436,-1.985209228,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,1386004.667,0.028641128,-1.54300988,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,1200850.333,0.024707876,-1.607164583,Control
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,0812_0815-Control,379197.4667,0.009136709,-2.039210204,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,612542.1333,0.012190576,-1.913975763,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,1005449.667,0.01979996,-1.703335684,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,564658.1333,0.011236433,-1.949371538,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,623390.6667,0.011702399,-1.931725083,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,364404.6667,0.007018655,-2.153746084,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,577362.3333,0.011825901,-1.927165768,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,706606.9667,0.013793149,-1.860336567,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,1097471.333,0.021428973,-1.668998651,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,1073267.967,0.021433671,-1.668903448,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,1230094.333,0.025419315,-1.594836155,Control
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,0812_0815-Control,1081310.333,0.022248303,-1.652703112,Control
