Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88QD6,Q88QD6_PSEPK,Accc,Biotin carboxylase,0812_0815-Control,R3,4337281.033,0.094038957,-1.026692198,0812_0815_NONTARGET
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R1,775570.0667,0.016787499,-1.775013999,0812_0815_NONTARGET
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R2,781087.8,0.016769606,-1.775477131,0812_0815_NONTARGET
Q88QE4,Q88QE4_PSEPK,Pp_0550,NAD(P)-binding domain-containing protein,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R1,7045555.333,0.152503634,-0.816719807,0812_0815_NONTARGET
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R2,7485375,0.16070766,-0.793963423,0812_0815_NONTARGET
Q88QE7,Q88QE7_PSEPK,Mpl,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase",0812_0815-Control,R3,7388825.333,0.160201154,-0.795334361,0812_0815_NONTARGET
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R1,3376666.667,0.073089191,-1.136146847,0812_0815_NONTARGET
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R2,3170000,0.068058485,-1.167117723,0812_0815_NONTARGET
Q88QE9,Q88QE9_PSEPK,Aldb-i,Aldehyde dehydrogenase,0812_0815-Control,R3,3443333.333,0.074656789,-1.126930694,0812_0815_NONTARGET
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R1,415157.7333,0.008986242,-2.046421905,0812_0815_NONTARGET
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R2,120353.1,0.002583927,-2.587719704,0812_0815_NONTARGET
Q88QF0,Q88QF0_PSEPK,Pp_0544,Arginine/agmatine antiporter,0812_0815-Control,R3,151731.1333,0.003289765,-2.482835059,0812_0815_NONTARGET
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R1,408427.0667,0.008840554,-2.053520522,0812_0815_NONTARGET
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R2,978651.8,0.021011217,-1.677548786,0812_0815_NONTARGET
Q88QF1,Q88QF1_PSEPK,Eutb,Ethanolamine ammonia-lyase large subunit,0812_0815-Control,R3,1038761.033,0.022521945,-1.647394111,0812_0815_NONTARGET
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R1,213517.8,0.004621671,-2.335200952,0812_0815_NONTARGET
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R2,679811.1333,0.014595242,-1.835788712,0812_0815_NONTARGET
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase small subunit,0812_0815-Control,R3,789249,0.017112138,-1.766695721,0812_0815_NONTARGET
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R1,2029591.8,0.04393126,-1.357226338,0812_0815_NONTARGET
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R2,2419623.333,0.051948233,-1.284429221,0812_0815_NONTARGET
Q88QF3,Q88QF3_PSEPK,Pp_0541,"Acetyltransferase, GNAT family",0812_0815-Control,R3,2228902.667,0.048326055,-1.315818657,0812_0815_NONTARGET
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R1,6210000,0.134417732,-0.871543437,0812_0815_NONTARGET
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R2,5850000,0.125596889,-0.901021119,0812_0815_NONTARGET
Q88QF6,IPYR_PSEPK,Ppa,Inorganic pyrophosphatase,0812_0815-Control,R3,6160000,0.133558321,-0.874329049,0812_0815_NONTARGET
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R1,302527.8,0.006548325,-2.183869748,0812_0815_NONTARGET
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R2,286500.9333,0.006151047,-2.211050944,0812_0815_NONTARGET
Q88QG5,EX7S_PSEPK,Xseb,Exodeoxyribonuclease 7 small subunit,0812_0815-Control,R3,519854.3667,0.011271246,-1.948028065,0812_0815_NONTARGET
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R1,541007.3333,0.011710303,-1.931431886,0812_0815_NONTARGET
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R2,296900.6,0.006374323,-2.19556591,0812_0815_NONTARGET
Q88QG6,Q88QG6_PSEPK,Ispa,Farnesyl diphosphate synthase,0812_0815-Control,R3,404603.3667,0.008772426,-2.056880269,0812_0815_NONTARGET
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R1,3146666.667,0.068110756,-1.166784298,0812_0815_NONTARGET
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R2,4200142.667,0.090175188,-1.044912943,0812_0815_NONTARGET
Q88QG7,DXS_PSEPK,Dxs,1-deoxy-D-xylulose-5-phosphate synthase,0812_0815-Control,R3,4583333.333,0.099373751,-1.002728317,0812_0815_NONTARGET
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R1,379983.7333,0.008224888,-2.084870032,0812_0815_NONTARGET
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R2,456148.8,0.009793311,-2.009070448,0812_0815_NONTARGET
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0812_0815-Control,R3,428449.3667,0.009289445,-2.032010256,0812_0815_NONTARGET
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R1,2291256,0.049595078,-1.304561422,0812_0815_NONTARGET
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R2,2210000,0.047447713,-1.323784711,0812_0815_NONTARGET
Q88QH5,NUSB_PSEPK,Nusb,Transcription antitermination protein NusB,0812_0815-Control,R3,2186666.667,0.047410313,-1.324127176,0812_0815_NONTARGET
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R1,6132332.333,0.132736587,-0.877009355,0812_0815_NONTARGET
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R2,6226405.967,0.133678157,-0.873939551,0812_0815_NONTARGET
Q88QH6,RISB_PSEPK,Ribh,"6,7-dimethyl-8-ribityllumazine synthase",0812_0815-Control,R3,6017495.933,0.130468613,-0.884493955,0812_0815_NONTARGET
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R1,2096049.667,0.045369765,-1.343233468,0812_0815_NONTARGET
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R2,831693.3333,0.017856085,-1.748213765,0812_0815_NONTARGET
Q88QH7,Q88QH7_PSEPK,Ribab-i,"3,4-dihydroxy-2-butanone 4-phosphate synthase",0812_0815-Control,R3,1993006.333,0.043211458,-1.364401082,0812_0815_NONTARGET
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R1,99732.13333,0.002158739,-2.665799929,0812_0815_NONTARGET
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R2,428725,0.009204534,-2.035998176,0812_0815_NONTARGET
Q88QH8,Q88QH8_PSEPK,Ribe,Riboflavin synthase,0812_0815-Control,R3,416540,0.009031231,-2.044253048,0812_0815_NONTARGET
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,0812_0815-Control,R1,509571.4667,0.011029862,-1.957429936,0812_0815_NONTARGET
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,0812_0815-Control,R2,15985.4,0.000343199,-3.464453477,0812_0815_NONTARGET
Q88QH9,Q88QH9_PSEPK,Ribd,Riboflavin biosynthesis protein RibD,0812_0815-Control,R3,11843.1,0.000256777,-3.590444364,0812_0815_NONTARGET
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,0812_0815-Control,R1,921976,0.019956509,-1.699915421,0812_0815_NONTARGET
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,0812_0815-Control,R2,894545,0.019205482,-1.716574792,0812_0815_NONTARGET
Q88QI1,Q88QI1_PSEPK,Pp_0512,Lipoprotein,0812_0815-Control,R3,1045620,0.022670658,-1.644535879,0812_0815_NONTARGET
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,0812_0815-Control,R1,665921.4,0.014414113,-1.841212066,0812_0815_NONTARGET
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,0812_0815-Control,R2,377323.6,0.008100969,-2.091463016,0812_0815_NONTARGET
Q88QI2,Q88QI2_PSEPK,Trx,Thioredoxin,0812_0815-Control,R3,1747281.033,0.037883753,-1.421546998,0812_0815_NONTARGET
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,0812_0815-Control,R1,470607.6667,0.010186476,-1.99197604,0812_0815_NONTARGET
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,0812_0815-Control,R2,592055.3333,0.012711164,-1.895814687,0812_0815_NONTARGET
Q88QI8,Q88QI8_PSEPK,Oprg,Outer membrane protein OprG,0812_0815-Control,R3,828139.6667,0.017955348,-1.745806174,0812_0815_NONTARGET
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,0812_0815-Control,R1,320049.7333,0.006927594,-2.159417568,0812_0815_NONTARGET
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,0812_0815-Control,R2,369090.4667,0.007924208,-2.101044157,0812_0815_NONTARGET
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,0812_0815-Control,R3,418973.7,0.009083997,-2.041722999,0812_0815_NONTARGET
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R1,523590.3333,0.011333305,-1.945643418,0812_0815_NONTARGET
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R2,705348.3333,0.015143514,-1.819773341,0812_0815_NONTARGET
Q88QJ2,Q88QJ2_PSEPK,Pp_0500,dTDP-4-dehydrorhamnose reductase,0812_0815-Control,R3,481452.6667,0.010438638,-1.981356164,0812_0815_NONTARGET
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,0812_0815-Control,R1,736099.6667,0.015933148,-1.797698416,0812_0815_NONTARGET
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,0812_0815-Control,R2,721992,0.015500846,-1.8096446,0812_0815_NONTARGET
Q88QJ7,Q88QJ7_PSEPK,Selb,Selenocysteyl-tRNA-specific translation elongation factor,0812_0815-Control,R3,557829.7,0.01209461,-1.917408128,0812_0815_NONTARGET
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,0812_0815-Control,R1,132271.1333,0.002863057,-2.543169963,0812_0815_NONTARGET
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,0812_0815-Control,R2,188332.6,0.004043417,-2.393251483,0812_0815_NONTARGET
Q88QJ8,SELA_PSEPK,Sela,L-seryl-tRNA(Sec) selenium transferase,0812_0815-Control,R3,116329.7333,0.002522208,-2.598219028,0812_0815_NONTARGET
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,0812_0815-Control,R1,14357.2,0.000310767,-3.507565287,0812_0815_NONTARGET
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,0812_0815-Control,R2,175385.2667,0.003765443,-2.424183878,0812_0815_NONTARGET
Q88QK1,Q88QK1_PSEPK,Fdoh,Formate dehydrogenase iron-sulfur subunit,0812_0815-Control,R3,270051.7333,0.005855139,-2.232462792,0812_0815_NONTARGET
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,0812_0815-Control,R1,2956666.667,0.063998136,-1.193832672,0812_0815_NONTARGET
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,0812_0815-Control,R2,2218661.8,0.047633678,-1.322085879,0812_0815_NONTARGET
Q88QK5,SSB_PSEPK,Ssb,Single-stranded DNA-binding protein,0812_0815-Control,R3,2337972.7,0.050690862,-1.295070325,0812_0815_NONTARGET
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,0812_0815-Control,R1,3775600.667,0.081724264,-1.087648983,0812_0815_NONTARGET
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,0812_0815-Control,R2,3112079.667,0.066814961,-1.175126279,0812_0815_NONTARGET
Q88QK7,UVRA_PSEPK,Uvra,UvrABC system protein A,0812_0815-Control,R3,2741381.333,0.059437385,-1.22594031,0812_0815_NONTARGET
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,0812_0815-Control,R1,698183.6667,0.015112442,-1.820665353,0812_0815_NONTARGET
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,0812_0815-Control,R2,404424.9333,0.008682823,-2.061339063,0812_0815_NONTARGET
Q88QK8,Q88QK8_PSEPK,Bfr-i,Bacterioferritin,0812_0815-Control,R3,255887.4,0.005548034,-2.255860859,0812_0815_NONTARGET
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,0812_0815-Control,R1,56714.13333,0.001227598,-2.910943738,0812_0815_NONTARGET
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,0812_0815-Control,R2,69129.6,0.001484182,-2.828512941,0812_0815_NONTARGET
Q88QK9,Q88QK9_PSEPK,Kata,Catalase,0812_0815-Control,R3,53518.06667,0.001160354,-2.935409345,0812_0815_NONTARGET
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,0812_0815-Control,R1,10680000,0.231172524,-0.636063785,0812_0815_NONTARGET
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,0812_0815-Control,R2,11930000,0.256131775,-0.591536541,0812_0815_NONTARGET
Q88QL0,RL17_PSEPK,Rplq,Large ribosomal subunit protein bL17,0812_0815-Control,R3,11906666.67,0.258154937,-0.588119565,0812_0815_NONTARGET
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,0812_0815-Control,R1,18073333.33,0.391203941,-0.407596779,0812_0815_NONTARGET
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,0812_0815-Control,R2,17243333.33,0.37020667,-0.431555761,0812_0815_NONTARGET
Q88QL1,RPOA_PSEPK,Rpoa,DNA-directed RNA polymerase subunit alpha,0812_0815-Control,R3,18310000,0.396989101,-0.401221417,0812_0815_NONTARGET
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,0812_0815-Control,R1,20333333.33,0.440122471,-0.356426457,0812_0815_NONTARGET
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,0812_0815-Control,R2,19800000,0.425097162,-0.371511795,0812_0815_NONTARGET
Q88QL2,RS4_PSEPK,Rpsd,Small ribosomal subunit protein uS4,0812_0815-Control,R3,20233333.33,0.43868994,-0.357842324,0812_0815_NONTARGET
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,0812_0815-Control,R1,13633333.33,0.295098509,-0.530032984,0812_0815_NONTARGET
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,0812_0815-Control,R2,12066666.67,0.259065947,-0.586589669,0812_0815_NONTARGET
Q88QL3,RS13_PSEPK,Rpsm,Small ribosomal subunit protein uS13,0812_0815-Control,R3,11536666.67,0.250132765,-0.601829416,0812_0815_NONTARGET
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,0812_0815-Control,R1,3333824,0.072161845,-1.141692369,0812_0815_NONTARGET
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,0812_0815-Control,R2,3495059,0.075037357,-1.124722474,0812_0815_NONTARGET
Q88QL5,Q88QL5_PSEPK,Secy,Protein translocase subunit SecY,0812_0815-Control,R3,3049843.333,0.066125317,-1.17963223,0812_0815_NONTARGET
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,0812_0815-Control,R1,15918119.07,0.344553536,-0.462743289,0812_0815_NONTARGET
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,0812_0815-Control,R2,17298661.8,0.371394547,-0.430164477,0812_0815_NONTARGET
Q88QL6,RL15_PSEPK,Rplo,Large ribosomal subunit protein uL15,0812_0815-Control,R3,16837281.03,0.365058277,-0.4376378,0812_0815_NONTARGET
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,0812_0815-Control,R1,16344539,0.353783552,-0.451262362,0812_0815_NONTARGET
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,0812_0815-Control,R2,16000972.33,0.343533733,-0.464030611,0812_0815_NONTARGET
Q88QL8,RS5_PSEPK,Rpse,Small ribosomal subunit protein uS5,0812_0815-Control,R3,16438733.33,0.356417147,-0.44804141,0812_0815_NONTARGET
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,0812_0815-Control,R1,14376666.67,0.311188233,-0.506976834,0812_0815_NONTARGET
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,0812_0815-Control,R2,14563333.33,0.312668266,-0.504916195,0812_0815_NONTARGET
Q88QL9,RL18_PSEPK,Rplr,Large ribosomal subunit protein uL18,0812_0815-Control,R3,14770000,0.320236429,-0.494529265,0812_0815_NONTARGET
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,0812_0815-Control,R1,24526666.67,0.530888712,-0.274996509,0812_0815_NONTARGET
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,0812_0815-Control,R2,23333333.33,0.500956251,-0.3002002,0812_0815_NONTARGET
Q88QM0,RL6_PSEPK,Rplf,Large ribosomal subunit protein uL6,0812_0815-Control,R3,22560000,0.48913567,-0.310570665,0812_0815_NONTARGET
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,0812_0815-Control,R1,13966666.67,0.302313632,-0.519542269,0812_0815_NONTARGET
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,0812_0815-Control,R2,10953333.33,0.235163177,-0.628630681,0812_0815_NONTARGET
Q88QM1,RS8_PSEPK,Rpsh,Small ribosomal subunit protein uS8,0812_0815-Control,R3,9323947.7,0.202157598,-0.694309932,0812_0815_NONTARGET
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,0812_0815-Control,R1,12362158.67,0.267583467,-0.572540724,0812_0815_NONTARGET
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,0812_0815-Control,R2,12045328.47,0.258607825,-0.587358338,0812_0815_NONTARGET
Q88QM2,RS14_PSEPK,Rpsn,Small ribosomal subunit protein uS14,0812_0815-Control,R3,11614914,0.251829288,-0.598893762,0812_0815_NONTARGET
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,0812_0815-Control,R1,20356666.67,0.44062753,-0.355928372,0812_0815_NONTARGET
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,0812_0815-Control,R2,22800000,0.489505822,-0.310242138,0812_0815_NONTARGET
Q88QM3,RL5_PSEPK,Rple,Large ribosomal subunit protein uL5,0812_0815-Control,R3,19200000,0.416285676,-0.380608532,0812_0815_NONTARGET
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,0812_0815-Control,R1,19920000,0.431175719,-0.365345703,0812_0815_NONTARGET
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,0812_0815-Control,R2,21139871.33,0.453863601,-0.343074645,0812_0815_NONTARGET
Q88QM4,RL24_PSEPK,Rplx,Large ribosomal subunit protein uL24,0812_0815-Control,R3,20100211,0.435803642,-0.360709144,0812_0815_NONTARGET
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,0812_0815-Control,R1,15266666.67,0.33045261,-0.480890814,0812_0815_NONTARGET
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,0812_0815-Control,R2,15900000,0.341365903,-0.466779861,0812_0815_NONTARGET
Q88QM5,RL14_PSEPK,Rpln,Large ribosomal subunit protein uL14,0812_0815-Control,R3,16366666.67,0.35485463,-0.449949523,0812_0815_NONTARGET
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,0812_0815-Control,R1,21624785.73,0.468076433,-0.329683225,0812_0815_NONTARGET
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,0812_0815-Control,R2,24659661.4,0.529431923,-0.276189876,0812_0815_NONTARGET
Q88QM6,RS17_PSEPK,Rpsq,Small ribosomal subunit protein uS17,0812_0815-Control,R3,23744100.4,0.514808797,-0.288354041,0812_0815_NONTARGET
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,0812_0815-Control,R1,5464685.333,0.118285122,-0.927069878,0812_0815_NONTARGET
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,0812_0815-Control,R2,7023402,0.150789306,-0.821629458,0812_0815_NONTARGET
Q88QM7,RL29_PSEPK,Rpmc,Large ribosomal subunit protein uL29,0812_0815-Control,R3,5758960,0.124863154,-0.903565699,0812_0815_NONTARGET
Q88QM8,RL16_PSEPK,Rplp,Large ribosomal subunit protein uL16,0812_0815-Control,R1,26350000,0.570355432,-0.243854418,0812_0815_NONTARGET
Q88QM8,RL16_PSEPK,Rplp,Large ribosomal subunit protein uL16,0812_0815-Control,R2,27376666.67,0.587764813,-0.230796417,0812_0815_NONTARGET
Q88QM8,RL16_PSEPK,Rplp,Large ribosomal subunit protein uL16,0812_0815-Control,R3,27453333.33,0.5952307,-0.225314678,0812_0815_NONTARGET
Q88QM9,RS3_PSEPK,Rpsc,Small ribosomal subunit protein uS3,0812_0815-Control,R1,19266666.67,0.417034079,-0.379828454,0812_0815_NONTARGET
Q88QM9,RS3_PSEPK,Rpsc,Small ribosomal subunit protein uS3,0812_0815-Control,R2,16860000,0.361976674,-0.441319415,0812_0815_NONTARGET
Q88QM9,RS3_PSEPK,Rpsc,Small ribosomal subunit protein uS3,0812_0815-Control,R3,18910000,0.409998028,-0.387218232,0812_0815_NONTARGET
Q88QN0,RL22_PSEPK,Rplv,Large ribosomal subunit protein uL22,0812_0815-Control,R1,11982326.67,0.259361863,-0.586093882,0812_0815_NONTARGET
Q88QN0,RL22_PSEPK,Rplv,Large ribosomal subunit protein uL22,0812_0815-Control,R2,19690333.33,0.422742667,-0.373923917,0812_0815_NONTARGET
Q88QN0,RL22_PSEPK,Rplv,Large ribosomal subunit protein uL22,0812_0815-Control,R3,19668982,0.426453931,-0.370127878,0812_0815_NONTARGET
Q88QN1,RS19_PSEPK,Rpss,Small ribosomal subunit protein uS19,0812_0815-Control,R1,5746666.667,0.124388712,-0.905219031,0812_0815_NONTARGET
Q88QN1,RS19_PSEPK,Rpss,Small ribosomal subunit protein uS19,0812_0815-Control,R2,4606943.667,0.098909024,-1.004764083,0812_0815_NONTARGET
Q88QN1,RS19_PSEPK,Rpss,Small ribosomal subunit protein uS19,0812_0815-Control,R3,4434417,0.096145015,-1.01707323,0812_0815_NONTARGET
Q88QN2,RL2_PSEPK,Rplb,Large ribosomal subunit protein uL2,0812_0815-Control,R1,21426666.67,0.463788073,-0.333680424,0812_0815_NONTARGET
Q88QN2,RL2_PSEPK,Rplb,Large ribosomal subunit protein uL2,0812_0815-Control,R2,23823333.33,0.511476332,-0.291174458,0812_0815_NONTARGET
Q88QN2,RL2_PSEPK,Rplb,Large ribosomal subunit protein uL2,0812_0815-Control,R3,20163333.33,0.437172232,-0.359347431,0812_0815_NONTARGET
Q88QN3,RL23_PSEPK,Rplw,Large ribosomal subunit protein uL23,0812_0815-Control,R1,10010000,0.216670128,-0.66420096,0812_0815_NONTARGET
Q88QN3,RL23_PSEPK,Rplw,Large ribosomal subunit protein uL23,0812_0815-Control,R2,10210000,0.219204142,-0.659151243,0812_0815_NONTARGET
Q88QN3,RL23_PSEPK,Rplw,Large ribosomal subunit protein uL23,0812_0815-Control,R3,10130000,0.219634057,-0.658300315,0812_0815_NONTARGET
Q88QN4,RL4_PSEPK,Rpld,Large ribosomal subunit protein uL4,0812_0815-Control,R1,21971452.4,0.47558016,-0.322776271,0812_0815_NONTARGET
Q88QN4,RL4_PSEPK,Rpld,Large ribosomal subunit protein uL4,0812_0815-Control,R2,22038661.8,0.473160231,-0.324991765,0812_0815_NONTARGET
Q88QN4,RL4_PSEPK,Rpld,Large ribosomal subunit protein uL4,0812_0815-Control,R3,22608325,0.49018343,-0.309641373,0812_0815_NONTARGET
Q88QN5,RL3_PSEPK,Rplc,Large ribosomal subunit protein uL3,0812_0815-Control,R1,32043333.33,0.693589724,-0.15889735,0812_0815_NONTARGET
Q88QN5,RL3_PSEPK,Rplc,Large ribosomal subunit protein uL3,0812_0815-Control,R2,32730000,0.70269849,-0.15323098,0812_0815_NONTARGET
Q88QN5,RL3_PSEPK,Rplc,Large ribosomal subunit protein uL3,0812_0815-Control,R3,32656666.67,0.708047009,-0.149937907,0812_0815_NONTARGET
Q88QN6,RS10_PSEPK,Rpsj,Small ribosomal subunit protein uS10,0812_0815-Control,R1,23706666.67,0.513139511,-0.289764544,0812_0815_NONTARGET
Q88QN6,RS10_PSEPK,Rpsj,Small ribosomal subunit protein uS10,0812_0815-Control,R2,26573333.33,0.570517605,-0.24373095,0812_0815_NONTARGET
Q88QN6,RS10_PSEPK,Rpsj,Small ribosomal subunit protein uS10,0812_0815-Control,R3,26200000,0.568056496,-0.245608469,0812_0815_NONTARGET
Q88QN7,EFTU2_PSEPK,Tufb,Elongation factor Tu-B,0812_0815-Control,R1,88543333.33,1.916552984,0.28252083,0812_0815_NONTARGET
Q88QN7,EFTU2_PSEPK,Tufb,Elongation factor Tu-B,0812_0815-Control,R2,88853333.33,1.907641404,0.28049674,0812_0815_NONTARGET
Q88QN7,EFTU2_PSEPK,Tufb,Elongation factor Tu-B,0812_0815-Control,R3,88053333.33,1.909132366,0.28083604,0812_0815_NONTARGET
