Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of_protein_abundance_Top3-method,log10_%_abundance,Source
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,PP_0815,R1,37546,0.007095253,-2.149032126,November
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,PP_0815,R2,65273.56667,0.011874884,-1.925370636,November
Q88H57,Q88H57_PSEPK,Cobw,Protein CobW,PP_0815,R3,0,1.00E-05,-5,November
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,PP_0815,R1,207567.6667,0.039225086,-1.406436099,November
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,PP_0815,R2,194773.3333,0.035434109,-1.450578484,November
Q88H65,Q88H65_PSEPK,Pp_3496,Endoribonuclease L-PSP,PP_0815,R3,134869,0.025621762,-1.591391013,November
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,PP_0815,R1,108590.9,0.020520958,-1.687802369,November
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,PP_0815,R2,224276.6667,0.040801498,-1.389323888,November
Q88H69,Q88H69_PSEPK,Pp_3492,Short-chain acyl-CoA dehydrogenase,PP_0815,R3,61210.96667,0.011628564,-1.934473912,November
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,PP_0815,R1,12970.73333,0.002451143,-2.610631271,November
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,PP_0815,R2,0,1.00E-05,-5,November
Q88H70,Q88H70_PSEPK,Pp_3491,3-hydroxyisobutyryl-CoA hydrolase,PP_0815,R3,0,1.00E-05,-5,November
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R1,972937.3333,0.183860767,-0.735510934,November
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R2,888619.9,0.16166204,-0.791391946,November
Q88HB7,Q88HB7_PSEPK,Pp_3443,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R3,830573.3333,0.157788313,-0.801925167,November
Q88HB9,Q88HB9_PSEPK,Pp_3441,BioF2-like acetyltransferase domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88HB9,Q88HB9_PSEPK,Pp_3441,BioF2-like acetyltransferase domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88HB9,Q88HB9_PSEPK,Pp_3441,BioF2-like acetyltransferase domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,PP_0815,R1,119767.7,0.022633093,-1.645256092,November
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,PP_0815,R2,96258.73333,0.017511855,-1.756667838,November
Q88HC7,Q88HC7_PSEPK,Hpd,4-hydroxyphenylpyruvate dioxygenase,PP_0815,R3,22015.8,0.004182455,-2.378568679,November
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,PP_0815,R1,0,1.00E-05,-5,November
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,PP_0815,R2,33540.86667,0.006101917,-2.2145337,November
Q88HC9,Q88HC9_PSEPK,Pp_3431,D-lactate dehydratase,PP_0815,R3,0,1.00E-05,-5,November
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,PP_0815,R1,408791,0.077251251,-1.112094476,November
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,PP_0815,R2,707471.6667,0.128706675,-0.890398929,November
Q88HE3,Q88HE3_PSEPK,Gntt,D-gluconate transporter,PP_0815,R3,1253764,0.238184033,-0.623087355,November
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,PP_0815,R1,310192,0.058618512,-1.231965209,November
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,PP_0815,R2,372427,0.067753725,-1.169066822,November
Q88HE4,Q88HE4_PSEPK,Gnuk,Gluconokinase,PP_0815,R3,355806,0.067594307,-1.170089883,November
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",PP_0815,R1,0,1.00E-05,-5,November
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",PP_0815,R2,0,1.00E-05,-5,November
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",PP_0815,R3,0,1.00E-05,-5,November
Q88HF3,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",PP_0815,R1,0,1.00E-05,-5,November
Q88HF3,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",PP_0815,R2,17077.36667,0.003106797,-2.507687077,November
Q88HF3,Q88HF3_PSEPK,Pp_3406,"Acetyltransferase, GNAT family",PP_0815,R3,0,1.00E-05,-5,November
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,PP_0815,R2,43391.53333,0.007893998,-2.102702983,November
Q88HF5,Q88HF5_PSEPK,Pp_3404,AB hydrolase-1 domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,PP_0815,R1,83276,0.015737076,-1.803075945,November
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,PP_0815,R2,97701.33333,0.0177743,-1.75020749,November
Q88HH4,Q88HH4_PSEPK,Pp_3384,Gluconate 2-dehydrogenase gamma subunit,PP_0815,R3,45031,0.008554772,-2.067791559,November
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,PP_0815,R1,0,1.00E-05,-5,November
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,PP_0815,R2,275190.8,0.050064044,-1.30047407,November
Q88HH5,Q88HH5_PSEPK,Pp_3383,Gluconate 2-dehydrogenase flavoprotein subunit,PP_0815,R3,0,1.00E-05,-5,November
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,PP_0815,R1,116894.5667,0.022090143,-1.655801477,November
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,PP_0815,R2,117910.1333,0.021450783,-1.66855685,November
Q88HH6,Q88HH6_PSEPK,Pp_3382,Gluconate 2-dehydrogenase cytochrome c subunit,PP_0815,R3,79320,0.015068831,-1.821920445,November
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,PP_0815,R1,49440.93333,0.009343097,-2.029509141,November
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,PP_0815,R2,43119.83333,0.007844569,-2.105430907,November
Q88HH7,PTXS_PSEPK,Ptxs,HTH-type transcriptional regulator PtxS,PP_0815,R3,0,1.00E-05,-5,November
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,PP_0815,R1,185109.8333,0.034981118,-1.456166312,November
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,PP_0815,R2,182626,0.033224207,-1.478545373,November
Q88HH8,Q88HH8_PSEPK,Kgue,Epimerase,PP_0815,R3,82915.76667,0.015751937,-1.802666029,November
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,PP_0815,R1,159626.9667,0.030165495,-1.520489541,November
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,PP_0815,R2,124733,0.022692032,-1.644126613,November
Q88HH9,Q88HH9_PSEPK,Kguk,2-ketogluconokinase,PP_0815,R3,66661.33333,0.012663998,-1.897429154,November
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,PP_0815,R1,759752.0333,0.143574089,-0.842923931,November
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,PP_0815,R2,677297.6667,0.123217275,-0.909328401,November
Q88HI1,Q88HI1_PSEPK,Ptxd,Phosphonate dehydrogenase,PP_0815,R3,631868.3333,0.120039296,-0.920676559,November
Q88HI7,Q88HI7_PSEPK,Yajo,2-carboxybenzaldehyde reductase,PP_0815,R1,0,1.00E-05,-5,November
Q88HI7,Q88HI7_PSEPK,Yajo,2-carboxybenzaldehyde reductase,PP_0815,R2,0,1.00E-05,-5,November
Q88HI7,Q88HI7_PSEPK,Yajo,2-carboxybenzaldehyde reductase,PP_0815,R3,0,1.00E-05,-5,November
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,PP_0815,R1,0,1.00E-05,-5,November
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,PP_0815,R2,0,1.00E-05,-5,November
Q88HJ2,Q88HJ2_PSEPK,Pp_3364,histidine kinase,PP_0815,R3,0,1.00E-05,-5,November
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,PP_0815,R1,0,1.00E-05,-5,November
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,PP_0815,R2,0,1.00E-05,-5,November
Q88HJ5,Q88HJ5_PSEPK,Pp_3361,Aminotransferase,PP_0815,R3,0,1.00E-05,-5,November
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,PP_0815,R1,75820.16667,0.014328111,-1.843811067,November
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,PP_0815,R2,24771.23333,0.004506503,-2.34616035,November
Q88HN7,Q88HN7_PSEPK,Pp_3316,Chaperone-associated ATPase,PP_0815,R3,78242.66667,0.014864164,-1.827859507,November
Q88HQ0,Q88HQ0_PSEPK,Pp_3303,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R1,0,1.00E-05,-5,November
Q88HQ0,Q88HQ0_PSEPK,Pp_3303,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R2,24012.4,0.004368452,-2.359672411,November
Q88HQ0,Q88HQ0_PSEPK,Pp_3303,3-oxoacyl-[acyl-carrier-protein] synthase 2,PP_0815,R3,0,1.00E-05,-5,November
Q88HQ1,Q88HQ1_PSEPK,Pp_3302,RND efflux transporter,PP_0815,R1,0,1.00E-05,-5,November
Q88HQ1,Q88HQ1_PSEPK,Pp_3302,RND efflux transporter,PP_0815,R2,0,1.00E-05,-5,November
Q88HQ1,Q88HQ1_PSEPK,Pp_3302,RND efflux transporter,PP_0815,R3,0,1.00E-05,-5,November
Q88HQ2,Q88HQ2_PSEPK,Pp_3301,RND efflux membrane fusion protein,PP_0815,R1,0,1.00E-05,-5,November
Q88HQ2,Q88HQ2_PSEPK,Pp_3301,RND efflux membrane fusion protein,PP_0815,R2,0,1.00E-05,-5,November
Q88HQ2,Q88HQ2_PSEPK,Pp_3301,RND efflux membrane fusion protein,PP_0815,R3,0,1.00E-05,-5,November
Q88HR3,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,PP_0815,R1,0,1.00E-05,-5,November
Q88HR3,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,PP_0815,R2,0,1.00E-05,-5,November
Q88HR3,Q88HR3_PSEPK,Pp_3290,Universal stress protein family,PP_0815,R3,0,1.00E-05,-5,November
Q88HR5,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,PP_0815,R1,0,1.00E-05,-5,November
Q88HR5,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,PP_0815,R2,0,1.00E-05,-5,November
Q88HR5,Q88HR5_PSEPK,Pp_3288,Universal stress protein family,PP_0815,R3,0,1.00E-05,-5,November
Q88HV5,Q88HV5_PSEPK,Pp_3248,Dyp-type peroxidase family protein,PP_0815,R1,30593.6,0.005781423,-2.237965218,November
Q88HV5,Q88HV5_PSEPK,Pp_3248,Dyp-type peroxidase family protein,PP_0815,R2,49459.9,0.008997985,-2.045854746,November
Q88HV5,Q88HV5_PSEPK,Pp_3248,Dyp-type peroxidase family protein,PP_0815,R3,0,1.00E-05,-5,November
Q88HW6,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,PP_0815,R1,0,1.00E-05,-5,November
Q88HW6,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,PP_0815,R2,0,1.00E-05,-5,November
Q88HW6,Q88HW6_PSEPK,Pp_3237,Universal stress protein family,PP_0815,R3,0,1.00E-05,-5,November
Q88HW9,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",PP_0815,R1,0,1.00E-05,-5,November
Q88HW9,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",PP_0815,R2,0,1.00E-05,-5,November
Q88HW9,Q88HW9_PSEPK,Pp_3234,"Heat shock protein, HSP20 family",PP_0815,R3,0,1.00E-05,-5,November
Q88HX1,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",PP_0815,R1,0,1.00E-05,-5,November
Q88HX1,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",PP_0815,R2,0,1.00E-05,-5,November
Q88HX1,Q88HX1_PSEPK,Pp_3232,"Acetyltransferase, GNAT family",PP_0815,R3,0,1.00E-05,-5,November
Q88I13,Q88I13_PSEPK,Coda,Cytosine deaminase / isoguanine deaminase,PP_0815,R1,128518.6667,0.024286806,-1.614629591,November
Q88I13,Q88I13_PSEPK,Coda,Cytosine deaminase / isoguanine deaminase,PP_0815,R2,178826.3333,0.032532953,-1.487676509,November
Q88I13,Q88I13_PSEPK,Coda,Cytosine deaminase / isoguanine deaminase,PP_0815,R3,116982.6667,0.022223802,-1.653181633,November
Q88I16,Q88I16_PSEPK,Pp_3186,Aminopyrimidine aminohydrolase,PP_0815,R1,0,1.00E-05,-5,November
Q88I16,Q88I16_PSEPK,Pp_3186,Aminopyrimidine aminohydrolase,PP_0815,R2,0,1.00E-05,-5,November
Q88I16,Q88I16_PSEPK,Pp_3186,Aminopyrimidine aminohydrolase,PP_0815,R3,0,1.00E-05,-5,November
Q88I17,Q88I17_PSEPK,Pet,Aminopyrimidine aminohydrolase,PP_0815,R1,21031.46667,0.00397442,-2.400726242,November
Q88I17,Q88I17_PSEPK,Pet,Aminopyrimidine aminohydrolase,PP_0815,R2,26982.83333,0.004908848,-2.30902043,November
Q88I17,Q88I17_PSEPK,Pet,Aminopyrimidine aminohydrolase,PP_0815,R3,0,1.00E-05,-5,November
Q88I28,Q88I28_PSEPK,Pp_3174,Oxidoreductase,PP_0815,R1,0,1.00E-05,-5,November
Q88I28,Q88I28_PSEPK,Pp_3174,Oxidoreductase,PP_0815,R2,0,1.00E-05,-5,November
Q88I28,Q88I28_PSEPK,Pp_3174,Oxidoreductase,PP_0815,R3,0,1.00E-05,-5,November
Q88I44,Q88I44_PSEPK,Pp_3157,histidinol-phosphatase,PP_0815,R1,14526.06667,0.002745062,-2.561447769,November
Q88I44,Q88I44_PSEPK,Pp_3157,histidinol-phosphatase,PP_0815,R2,21145,0.003846801,-2.414900291,November
Q88I44,Q88I44_PSEPK,Pp_3157,histidinol-phosphatase,PP_0815,R3,0,1.00E-05,-5,November
Q88I45,Q88I45_PSEPK,Pp_3156,Universal stress protein family,PP_0815,R1,0,1.00E-05,-5,November
Q88I45,Q88I45_PSEPK,Pp_3156,Universal stress protein family,PP_0815,R2,0,1.00E-05,-5,November
Q88I45,Q88I45_PSEPK,Pp_3156,Universal stress protein family,PP_0815,R3,0,1.00E-05,-5,November
Q88I46,Q88I46_PSEPK,Pp_3155,Outer membrane ferric siderophore receptor,PP_0815,R1,0,1.00E-05,-5,November
Q88I46,Q88I46_PSEPK,Pp_3155,Outer membrane ferric siderophore receptor,PP_0815,R2,13502.13333,0.002456374,-2.609705588,November
Q88I46,Q88I46_PSEPK,Pp_3155,Outer membrane ferric siderophore receptor,PP_0815,R3,0,1.00E-05,-5,November
Q88I50,Q88I50_PSEPK,Sad-ii,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R1,0,1.00E-05,-5,November
Q88I50,Q88I50_PSEPK,Sad-ii,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R2,0,1.00E-05,-5,November
Q88I50,Q88I50_PSEPK,Sad-ii,NAD+-dependent succinate semialdehyde dehydrogenase,PP_0815,R3,0,1.00E-05,-5,November
Q88I56,Q88I56_PSEPK,Pp_3145,DUF3313 domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I56,Q88I56_PSEPK,Pp_3145,DUF3313 domain-containing protein,PP_0815,R2,33894.6,0.00616627,-2.209977467,November
Q88I56,Q88I56_PSEPK,Pp_3145,DUF3313 domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I62,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",PP_0815,R1,14395.13333,0.002720319,-2.56538011,November
Q88I62,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",PP_0815,R2,0,1.00E-05,-5,November
Q88I62,Q88I62_PSEPK,Pp_3139,"Glycosyl transferase, group 1 family protein",PP_0815,R3,0,1.00E-05,-5,November
Q88I63,Q88I63_PSEPK,Pp_3138,VirK domain protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I63,Q88I63_PSEPK,Pp_3138,VirK domain protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I63,Q88I63_PSEPK,Pp_3138,VirK domain protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I66,Q88I66_PSEPK,Pp_3135,Glycosyl transferase,PP_0815,R1,0,1.00E-05,-5,November
Q88I66,Q88I66_PSEPK,Pp_3135,Glycosyl transferase,PP_0815,R2,12021.23333,0.002186961,-2.660158953,November
Q88I66,Q88I66_PSEPK,Pp_3135,Glycosyl transferase,PP_0815,R3,0,1.00E-05,-5,November
Q88I67,Q88I67_PSEPK,Pp_3134,Transferase,PP_0815,R1,0,1.00E-05,-5,November
Q88I67,Q88I67_PSEPK,Pp_3134,Transferase,PP_0815,R2,18648.1,0.003392553,-2.469473391,November
Q88I67,Q88I67_PSEPK,Pp_3134,Transferase,PP_0815,R3,0,1.00E-05,-5,November
Q88I71,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I71,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I71,Q88I71_PSEPK,Pp_3130,Uncharacterized protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I73,Q88I73_PSEPK,Pp_3128,Exopolysaccharide biosynthesis/transport protein,PP_0815,R1,36206.66667,0.006842152,-2.164807258,November
Q88I73,Q88I73_PSEPK,Pp_3128,Exopolysaccharide biosynthesis/transport protein,PP_0815,R2,56382.33333,0.010257347,-1.988964936,November
Q88I73,Q88I73_PSEPK,Pp_3128,Exopolysaccharide biosynthesis/transport protein,PP_0815,R3,45754.33333,0.008692187,-2.060870918,November
Q88I74,Q88I74_PSEPK,Pp_3127,Exopolysaccharide transport protein,PP_0815,R1,48382,0.009142985,-2.038911985,November
Q88I74,Q88I74_PSEPK,Pp_3127,Exopolysaccharide transport protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I74,Q88I74_PSEPK,Pp_3127,Exopolysaccharide transport protein,PP_0815,R3,41362.33333,0.007857816,-2.10469812,November
Q88I75,Q88I75_PSEPK,Pp_3126,Polysaccharide exported protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I75,Q88I75_PSEPK,Pp_3126,Polysaccharide exported protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I75,Q88I75_PSEPK,Pp_3126,Polysaccharide exported protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I91,Q88I91_PSEPK,Pp_3108,Rhs-related protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I91,Q88I91_PSEPK,Pp_3108,Rhs-related protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I91,Q88I91_PSEPK,Pp_3108,Rhs-related protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I92,Q88I92_PSEPK,Pp_3107,DUF1795 domain-containing protein,PP_0815,R1,84414.66667,0.015952256,-1.797177892,November
Q88I92,Q88I92_PSEPK,Pp_3107,DUF1795 domain-containing protein,PP_0815,R2,106974.1,0.019461247,-1.710829339,November
Q88I92,Q88I92_PSEPK,Pp_3107,DUF1795 domain-containing protein,PP_0815,R3,29758.56667,0.005653389,-2.247691141,November
Q88I93,Q88I93_PSEPK,Pp_3106,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I93,Q88I93_PSEPK,Pp_3106,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,PP_0815,R2,28538.8,0.005191917,-2.284672272,November
Q88I93,Q88I93_PSEPK,Pp_3106,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88I99,Q88I99_PSEPK,Pp_3100,Type VI secretion protein,PP_0815,R1,0,1.00E-05,-5,November
Q88I99,Q88I99_PSEPK,Pp_3100,Type VI secretion protein,PP_0815,R2,0,1.00E-05,-5,November
Q88I99,Q88I99_PSEPK,Pp_3100,Type VI secretion protein,PP_0815,R3,0,1.00E-05,-5,November
Q88IA0,Q88IA0_PSEPK,Puud,Uricase/urate oxidase,PP_0815,R1,45575.33333,0.008612596,-2.064865948,November
Q88IA0,Q88IA0_PSEPK,Puud,Uricase/urate oxidase,PP_0815,R2,33573,0.006107763,-2.21411783,November
Q88IA0,Q88IA0_PSEPK,Puud,Uricase/urate oxidase,PP_0815,R3,0,1.00E-05,-5,November
Q88IA4,Q88IA4_PSEPK,Clpv,Protein ClpV1,PP_0815,R1,98371,0.018589653,-1.730728716,November
Q88IA4,Q88IA4_PSEPK,Clpv,Protein ClpV1,PP_0815,R2,63440,0.011541312,-1.937744806,November
Q88IA4,Q88IA4_PSEPK,Clpv,Protein ClpV1,PP_0815,R3,0,1.00E-05,-5,November
Q88IA6,Q88IA6_PSEPK,Pp_3093,Type VI secretion system baseplate subunit TssK,PP_0815,R1,0,1.00E-05,-5,November
Q88IA6,Q88IA6_PSEPK,Pp_3093,Type VI secretion system baseplate subunit TssK,PP_0815,R2,0,1.00E-05,-5,November
Q88IA6,Q88IA6_PSEPK,Pp_3093,Type VI secretion system baseplate subunit TssK,PP_0815,R3,0,1.00E-05,-5,November
Q88IA7,Q88IA7_PSEPK,Pp_3092,Type IV / VI secretion system DotU domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88IA7,Q88IA7_PSEPK,Pp_3092,Type IV / VI secretion system DotU domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88IA7,Q88IA7_PSEPK,Pp_3092,Type IV / VI secretion system DotU domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88IA8,Q88IA8_PSEPK,Pp_3091,ImcF-like family protein,PP_0815,R1,0,1.00E-05,-5,November
Q88IA8,Q88IA8_PSEPK,Pp_3091,ImcF-like family protein,PP_0815,R2,12015.86667,0.002185985,-2.66035288,November
Q88IA8,Q88IA8_PSEPK,Pp_3091,ImcF-like family protein,PP_0815,R3,0,1.00E-05,-5,November
Q88IB0,Q88IB0_PSEPK,Pp_3089,"Type VI secretion system effector, Hcp1 family",PP_0815,R1,724994,0.137005692,-0.86326139,November
Q88IB0,Q88IB0_PSEPK,Pp_3089,"Type VI secretion system effector, Hcp1 family",PP_0815,R2,656601.6667,0.119452158,-0.922806,November
Q88IB0,Q88IB0_PSEPK,Pp_3089,"Type VI secretion system effector, Hcp1 family",PP_0815,R3,565023.3333,0.107340406,-0.969236767,November
Q88IB1,Q88IB1_PSEPK,Pp_3088,ImpA N-terminal domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88IB1,Q88IB1_PSEPK,Pp_3088,ImpA N-terminal domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88IB1,Q88IB1_PSEPK,Pp_3088,ImpA N-terminal domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88IB8,Q88IB8_PSEPK,Pp_3081,YbhB/YbcL family Raf kinase inhibitor-like protein,PP_0815,R1,0,1.00E-05,-5,November
Q88IB8,Q88IB8_PSEPK,Pp_3081,YbhB/YbcL family Raf kinase inhibitor-like protein,PP_0815,R2,0,1.00E-05,-5,November
Q88IB8,Q88IB8_PSEPK,Pp_3081,YbhB/YbcL family Raf kinase inhibitor-like protein,PP_0815,R3,0,1.00E-05,-5,November
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R1,400242.1333,0.07563573,-1.121272997,November
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R2,349934.3,0.063661744,-1.196121467,November
Q88IC0,Q88IC0_PSEPK,Ppic-ii,Peptidyl-prolyl cis-trans isomerase C (Rotamase C),PP_0815,R3,248658.6667,0.047238973,-1.32569955,November
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R1,0,1.00E-05,-5,November
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R2,0,1.00E-05,-5,November
Q88IC8,Q88IC8_PSEPK,Aacs,Acetoacetyl-coenzyme A synthetase,PP_0815,R3,0,1.00E-05,-5,November
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R1,0,1.00E-05,-5,November
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R2,0,1.00E-05,-5,November
Q88ID2,Q88ID2_PSEPK,Pp_3067,PIN like domain-containing protein,PP_0815,R3,0,1.00E-05,-5,November
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R1,91901.2,0.017367023,-1.76027462,November
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R2,128854.3667,0.023441811,-1.63000884,November
Q88II0,Q88II0_PSEPK,Pp_3019,Carbon-nitrogen hydrolase family protein,PP_0815,R3,31101.46667,0.005908507,-2.22852228,November
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R1,634759,0.119953539,-0.920986935,November
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R2,780596.6667,0.14200993,-0.847681288,November
Q88IQ2,Q88IQ2_PSEPK,Pp_2947,"Transcriptional regulator MvaT, P16 subunit",PP_0815,R3,720201.3333,0.136820373,-0.863849229,November
Q88IQ7,Q88IQ7_PSEPK,Pp_2942,Response regulator,PP_0815,R1,0,1.00E-05,-5,November
Q88IQ7,Q88IQ7_PSEPK,Pp_2942,Response regulator,PP_0815,R2,0,1.00E-05,-5,November
Q88IQ7,Q88IQ7_PSEPK,Pp_2942,Response regulator,PP_0815,R3,0,1.00E-05,-5,November
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R1,71694.53333,0.01354847,-1.86810976,November
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R2,75902.43333,0.013808539,-1.859852281,November
Q88IR3,Q88IR3_PSEPK,Ybit,ATP-binding component of a transport system,PP_0815,R3,32160.4,0.006109678,-2.213981708,November
