Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundanceop3-method,log10_%_abundance
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,R1,4033357,0.092259926,-1.034986897
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,R2,3374504.667,0.082773549,-1.082108423
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,R3,1362836.267,0.037025038,-1.431504483
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0815,R1,2331512,0.056658444,-1.246735353
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0815,R2,1705475.333,0.042792139,-1.368636003
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0815,R3,2825865.667,0.067332412,-1.171775825
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,R1,1400764.7,0.032041411,-1.494288372
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,R2,1623803.667,0.039830436,-1.399784939
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,R3,1151716.267,0.031289407,-1.504602665
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0815,R1,1350392.667,0.032816107,-1.483912938
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0815,R2,1134058.667,0.028454704,-1.545845924
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0815,R3,1847108.333,0.044011384,-1.35643497
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,R1,257543.0333,0.005891098,-2.229803755
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,R2,219300.4,0.005379241,-2.269279033
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0815,R1,195118.8,0.004741613,-2.324073892
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0815,R2,296648,0.007443205,-2.128240021
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0815,R3,241974.8333,0.005765578,-2.239157139
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,R1,942275.6667,0.021553828,-1.666475585
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,R2,631495.6667,0.015490018,-1.809948082
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,R3,984026.6667,0.026733677,-1.572941298
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0815,R1,485635.8,0.011801513,-1.928062314
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0815,R2,385546.6667,0.009673764,-2.014404493
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812_15,R1,301690.4,0.006900935,-2.16109207
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812_15,R2,309574.3667,0.007593579,-2.119553463
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0812_15,R3,226195.6,0.0061452,-2.211464013
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0815,R1,446630.4667,0.010853638,-1.964424664
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0815,R2,169637.3333,0.004256376,-2.370960009
Q88NX9,Q88NX9_PSEPK,Glpr,DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate,PP_0815,R3,504608,0.012023386,-1.919973206
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,R1,3666666.667,0.083872168,-1.076382131
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,R2,4633333.333,0.113651478,-0.944424911
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,R3,3603333.333,0.097894045,-1.009243726
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0815,R1,5270000,0.128067109,-0.892562393
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0815,R2,4670000,0.117175128,-0.931164565
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0815,R3,5976666.667,0.142407118,-0.846468303
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,R1,582841.0667,0.013332039,-1.875103417
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,R2,16426.8,0.000402935,-3.394765487
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,R3,412963.5667,0.011219243,-1.950036427
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0815,R1,1812231.833,0.044039334,-1.356159254
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0815,R2,1696813.7,0.04257481,-1.370847284
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0815,R3,1872074,0.044606246,-1.350604326
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812_15,R1,316775.1,0.007245986,-2.139902524
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812_15,R2,365653.4333,0.008969148,-2.047248801
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0812_15,R3,282990.5667,0.007688184,-2.114176207
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0815,R1,324307.6,0.007881051,-2.103415882
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0815,R2,431353.6667,0.010823109,-1.965647952
Q88NY5,Q88NY5_PSEPK,Gltl,Glutamate / aspartate ABC transporter-ATP binding subunit,PP_0815,R3,353486.2667,0.008422581,-2.074554792
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,R1,275488,0.006301575,-2.200550875
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,R2,207402.6667,0.0050874,-2.293504121
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,R3,16296.9,0.000442748,-3.353843165
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0815,R1,264011.3333,0.006415781,-2.192750438
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0815,R2,335847.3333,0.008426757,-2.074339541
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0815,R3,250329.4667,0.005964645,-2.224415364
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,R1,659729.3667,0.0150908,-1.821287745
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,R2,780900,0.019154771,-1.717723034
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,R3,596920.3,0.016216913,-1.790031817
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0815,R1,712026.6667,0.017303073,-1.761876749
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0815,R2,426470,0.010700573,-1.97059296
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0815,R3,914235,0.021783643,-1.661869494
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,R1,820503.6667,0.018768388,-1.726573035
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,R2,883468,0.021670671,-1.664127633
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,R3,392519.3,0.010663821,-1.97208715
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0815,R1,1630000,0.03961089,-1.402185404
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0815,R2,1700000,0.042654757,-1.370032524
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0815,R3,1460000,0.034787684,-1.458574482
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0812_15,R1,30559.13333,0.000699017,-3.155512528
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0812_15,R2,325112.0667,0.007974705,-2.098285368
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0812_15,R3,80757.43333,0.002193988,-2.658765658
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0815,R1,649053.3333,0.015772748,-1.802092624
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0815,R2,793981,0.019921804,-1.700671336
Q88NZ5,Q88NZ5_PSEPK,Pp_1058,peptidoglycan glycosyltransferase,PP_0815,R3,272052.0667,0.006482234,-2.188275308
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,R1,323749.0333,0.007405509,-2.130445081
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,R2,751483.6667,0.018433215,-1.734398911
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,R3,363803.3,0.009883675,-2.005081531
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0815,R2,12925,0.000324302,-3.489050894
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0815,R3,13845.4,0.000329897,-3.481621831
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,R1,7826601.7,0.179027469,-0.747080328
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,R2,8049341.667,0.197443075,-0.704558094
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,R3,10847018.33,0.294687835,-0.530637791
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0815,R1,7978142.133,0.193878103,-0.712471239
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0815,R2,8586183.667,0.215436224,-0.666681272
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0815,R3,7467810.133,0.177936863,-0.74973407
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,R1,4826756,0.110408316,-0.956998216
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,R2,4681135.667,0.114824026,-0.939967229
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,R3,5116666.667,0.139007733,-0.85696104
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0815,R1,4625100,0.112395292,-0.949251881
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0815,R2,4373333.333,0.109731454,-0.959668865
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0815,R3,4520000,0.107698858,-0.967788903
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,R1,5113333.333,0.116963551,-0.931949456
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,R2,5790000,0.142023466,-0.847639893
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,R3,4756666.667,0.129227384,-0.888645447
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0815,R1,5250000,0.127581086,-0.894213705
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0815,R2,5176666.667,0.129887918,-0.886431245
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0815,R3,5106666.667,0.12167747,-0.914789827
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0812_15,R1,471029.0333,0.010774425,-1.967605884
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0812_15,R2,504698.3667,0.012379795,-1.907286557
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0812_15,R3,564397.9667,0.015333358,-1.814362725
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0815,R1,580178.6667,0.014099014,-1.850811253
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0815,R2,337386.6667,0.00846538,-2.07235353
Q88P26,EX7L_PSEPK,Xsea,Exodeoxyribonuclease 7 large subunit,PP_0815,R3,493546.4667,0.011759821,-1.929599291
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0812_15,R3,154343.6,0.004193151,-2.37745954
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0815,R1,12188.4,0.000296192,-3.52842631
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0815,R2,80622.33333,0.002022898,-2.694026083
Q88P27,Q88P27_PSEPK,Pp_1026,"Peptidase, M23/M37 family",PP_0815,R3,121006.9333,0.002883254,-2.540117083
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,R1,4943333.333,0.113074932,-0.946633665
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,R2,5433333.333,0.133274755,-0.875252107
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,R3,4963333.333,0.134842029,-0.870174722
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0815,R1,3596666.667,0.087403169,-1.058472819
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0815,R2,3500000,0.087818618,-1.056413401
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0815,R3,3575989.667,0.085205753,-1.069531083
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,R1,25083333.33,0.573761877,-0.241268312
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,R2,35033333.33,0.859335998,-0.065836995
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,R3,24450000,0.664248677,-0.177669302
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0815,R1,25373333.33,0.616601414,-0.209995484
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0815,R2,25966666.67,0.651530509,-0.186065243
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0815,R3,28673333.33,0.6832047,-0.165449154
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,R1,7606666.667,0.173996625,-0.759459176
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,R2,9720000,0.238422813,-0.622652192
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,R3,7903333.333,0.214714876,-0.668137866
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0815,R1,7193333.333,0.174806339,-0.757442823
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0815,R2,7206666.667,0.180822716,-0.742747011
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0815,R3,8796666.667,0.209599768,-0.678609202
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,R1,8944147.367,0.204590463,-0.689114615
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,R2,10277440.03,0.252096314,-0.598433505
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,R3,10014425.33,0.272068253,-0.565322133
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R1,9266553,0.22518798,-0.647454794
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R2,9910148.667,0.248655874,-0.604401276
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R3,9511657,0.226635972,-0.644671157
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,R1,797960.7,0.018252735,-1.738672058
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,R2,1290000,0.031642534,-1.499728746
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,R3,1474830.667,0.040067661,-1.397206006
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0815,R1,1125920.333,0.027361169,-1.562865346
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0815,R2,1004456,0.025202839,-1.598550528
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0815,R3,1147744.333,0.027347512,-1.563082181
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,R1,5581670.333,0.127676398,-0.893889379
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,R2,4498702,0.110349093,-0.957231231
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,R3,3692098.967,0.100305597,-0.998674832
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0815,R1,2814062.8,0.068384988,-1.165039223
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0815,R2,3078916,0.077253185,-1.112083605
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0815,R3,3323533.667,0.079190438,-1.101327255
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,R1,4500814.033,0.102952645,-0.987362492
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,R2,4924106.7,0.120783886,-0.917991001
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,R3,3284197.933,0.089223891,-1.049518842
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0815,R1,3197396.133,0.077700433,-1.109576563
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0815,R2,3617641.667,0.090770369,-1.042055899
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0815,R3,3602563.6,0.085838935,-1.066315681
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,R1,1880814.033,0.043022168,-1.366307705
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,R2,899917.6667,0.022074167,-1.656115679
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,R3,1751655.333,0.047588333,-1.32249951
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0815,R1,1870729.467,0.045460895,-1.342362021
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0815,R2,1210975,0.030384615,-1.517346268
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0815,R3,1689954.667,0.040266856,-1.395052283
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,R1,5436925.333,0.124365468,-0.905300192
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,R2,5492613,0.134728832,-0.870539456
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,R3,4486666.667,0.121892123,-0.91402436
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0815,R1,4219251.667,0.102532707,-0.989137578
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0815,R2,4427523,0.111091129,-0.95432062
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0815,R3,4963333.333,0.118262241,-0.927153895
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0812_15,R1,12442.1,0.000284603,-3.545759874
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0812_15,R2,12320.1,0.000302201,-3.519704224
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0812_15,R3,101278.6,0.0027515,-2.560430476
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0815,R1,369522.3333,0.008979821,-2.046732317
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0815,R2,384528,0.009648205,-2.015553477
Q88P40,Q88P40_PSEPK,Pp_1013,histidine kinase,PP_0815,R3,413122,0.009843533,-2.006849015
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0812_15,R1,1244961.4,0.02847753,-1.545497675
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0812_15,R2,1377440.033,0.033787359,-1.471245756
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0812_15,R3,937531.2667,0.025470507,-1.593962405
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0815,R1,777158.1333,0.018885844,-1.723863612
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0815,R2,805218.3333,0.02020376,-1.694567791
Q88P41,Q88P41_PSEPK,Gltr-ii,DNA-binding response regulator,PP_0815,R3,862410.4667,0.02054881,-1.687213319
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0812_15,R1,1290510.7,0.029519436,-1.529891951
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0812_15,R2,2446065.333,0.059999771,-1.221850404
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0812_15,R3,1875334,0.05094839,-1.292869538
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0815,R1,2246666.667,0.054596604,-1.262834367
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0815,R2,1976406.333,0.049590078,-1.304605209
Q88P42,Q88P42_PSEPK,Glk,Glucokinase,PP_0815,R3,2181126.333,0.051970092,-1.284246517
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0812_15,R1,6586666.667,0.150664913,-0.821987876
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0812_15,R2,6956666.667,0.170640745,-0.767917262
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0812_15,R3,6906666.667,0.187637799,-0.726679669
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0815,R1,6416666.667,0.155932439,-0.807063529
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0815,R2,5893333.333,0.147869825,-0.83012044
Q88P43,Q88P43_PSEPK,Edd,Phosphogluconate dehydratase,PP_0815,R3,5856666.667,0.139547856,-0.855276831
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,R1,4097480.7,0.093726706,-1.028136644
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,R2,4370773.367,0.10721112,-0.969760169
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0812_15,R3,2958718.633,0.080381388,-1.094844499
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R1,2080729.467,0.050564138,-1.296157391
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R2,2280975,0.057232021,-1.24236092
Q88P44,Q88P44_PSEPK,Gapa,Glyceraldehyde-3-phosphate dehydrogenase,PP_0815,R3,2421281.8,0.057692319,-1.238882
Q88P52,ARCA_PSEPK,Arca,Arginine deiminase,PP_0812_15,R1,7013024.333,0.160417515,-0.794748215
Q88P52,ARCA_PSEPK,Arca,Arginine deiminase,PP_0812_15,R2,10036847.37,0.246194793,-0.608721137
Q88P52,ARCA_PSEPK,Arca,Arginine deiminase,PP_0812_15,R3,11216666.67,0.304730306,-0.516084352
Q88P52,ARCA_PSEPK,Arca,Arginine deiminase,PP_0815,R1,9300297,0.226007998,-0.645876191
Q88P52,ARCA_PSEPK,Arca,Arginine deiminase,PP_0815,R2,8042249.333,0.201788349,-0.695103912
