orgId	locusId	sysName	geneName	desc	set8IT058 Adaptation in M9 media timecourse 1; day 2	set8IT059 Adaptation in M9 media timecourse 1; day 3	set8IT060 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT062 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT064 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT070 Adaptation in M9 media timecourse 2; day 3	set8IT073 48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.	set8IT080 Adaptation in M9 media timecourse 3; day 2	set8IT081 Adaptation in M9 media timecourse 3; day 3	"set8IT082 24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT084 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO."	"set8IT085 40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO."	set8IT089 Adaptation in M9 media timecourse 4; day 2	set8IT090 Adaptation in M9 media timecourse 4; day 3	set8IT092 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT093 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT094 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set8IT095 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.	set8IT096 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.	set9IT020 24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT022 48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay	set9IT025 72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay
Putida	PP_4466	PP_4466		"Dioxygenase, TauD/TfdA family"	0.01	0.144	-0.111	-0.05	-0.016	0.022	0.223	-0.042	-0.01	-0.013	-0.008	0.127	0.198	0.147	0.034	-0.022	-0.11	-0.047	0.152	0.004	-0.128	0.253
Putida	PP_4467	PP_4467		"Transcriptional regulator, LysR family"	0.045	-0.066	-0.332	0.267	0.174	-0.094	0.155	0.25	0.2	-0.193	0.057	-0.034	0.001	-0.031	0.155	0.125	0.006	0.258	-0.189	0.104	0.215	-0.004
Putida	PP_4468	PP_4468		"Transcriptional regulator, Cro/CI family"	0.079	0.012	0.261	0.308	0.137	0.198	0.341	0.142	0.154	0.371	0.277	0.406	0.374	0.015	-0.067	-0.03	0.112	-0.059	-0.177	-0.306	-0.286	-0.071
Putida	PP_4469	PP_4469		"ribose 1,5-bisphosphate phosphokinase"	-0.037	-0.179	0.167	-0.199	-0.561	0.088	-0.414	-0.172	-0.165	-0.452	-0.23	-0.376	0.223	0.256	-0.113	0.392	0.113	-0.128	-0.084	-0.347	-0.132	-0.074
Putida	PP_4470	PP_4470		putative transcriptional regulator (Arc domain-containing)	-0.012	-0.387	0.729	-0.739	0.53	-0.131	0.517	0.089	0.189	0.168	0.938	0.956	0.049	0.254	0.373	0.076	0.506	-0.055	0.521	-1.205	0.128	-0.046
Putida	PP_4471	PP_4471		Magnesium transporter	-0.696	-1.103	-1.109	-1.52	-1.457	0.006	0.226	-0.016	-0.332	0.466	-0.81	-0.008	-0.053	-0.664	-0.416	0.008	-0.144	0.165	-0.472	0.509	0.113	1.108
Putida	PP_4475	PP_4475		succinylglutamate desuccinylase	-0.219	-0.64	-0.715	-0.337	-0.406	-0.18	0.225	-0.115	-0.039	0.118	-0.221	-0.241	-0.053	-0.027	0.123	0.126	0.114	0.052	-0.139	0.067	0.069	0.434
Putida	PP_4477	PP_4477		N-succinylarginine dihydrolase	-0.101	-0.048	0.048	-0.125	-0.435	-0.254	0.36	-0.16	0.191	-0.18	-0.203	0.191	-0.134	-0.014	-0.305	-0.085	-0.777	-0.326	-0.233	0.41	0.595	0.528
Putida	PP_4478	PP_4478		N-succinylglutamate 5-semialdehyde dehydrogenase	0.036	-0.133	-0.004	0.073	-0.037	-0.001	0.226	0.049	-0.003	0.651	0.269	0.09	-0.158	-0.272	0.221	-0.071	-0.181	0.314	-0.031	0.446	0.264	0.547
Putida	PP_4479	PP_4479		"arginine N-succinyltransferase, subunit beta"	-0.324	0.079	-0.435	0.113	0.101	-0.347	0.276	0.294	-0.002	-0.207	0.328	-0.292	0.016	-0.302	0.031	-0.17	-0.38	0.165	0.07	0.385	0.425	0.578
Putida	PP_4480	PP_4480		"arginine N-succinyltransferase, subunit alpha"	-0.45	-0.369	-0.92	-0.864	-0.453	-0.395	-0.328	-0.374	-0.516	-0.557	-1.034	-0.814	-1.35	-1.87	-1.975	-1.848	-2.024	-1.664	-2.229	0.455	0.596	1.105
Putida	PP_4481	PP_4481		Succinylornithine transaminase/acetylornithine aminotransferase	0.031	0.016	0.272	-0.25	0.123	0.066	0.469	-0.202	0.056	0.513	0.289	-0.192	-0.188	-0.358	-0.342	-0.068	-0.547	-0.194	-0.294	0.158	-0.079	0.208
Putida	PP_4482	PP_4482		"Transcriptional regulator, AraC family"	-0.702	-0.517	-0.507	-1.126	0.085	0.124	-0.182	-0.804	-0.426	-0.211	-0.602	0.174	-0.619	0.187	0.031	-0.498	-0.435	-0.389	-0.281	0.233	-0.086	0.199
Putida	PP_4483	PP_4483		histidine lysine / arginine / ornithine ABC transporter - ATP binding subunit	-0.142	-0.018	-0.254	0.261	0.01	-0.004	0.091	-0.053	0.106	0.41	0.202	-0.029	-0.196	-0.071	0.149	-0.049	-0.051	-0.076	-0.059	-0.15	-0.055	-0.144
Putida	PP_4484	PP_4484		histidine / lysine / arginine / ornithine ABC transporter - permease subunit	0.04	-0.034	0.161	0.053	-0.137	-0.073	0.001	-0.05	0.039	0.303	0.023	0.097	-0.05	0.104	0.129	0.066	0.042	-0.039	-0.055	0.001	-0.062	0.009
Putida	PP_4485	PP_4485		histidine / lysine / arginine / ornithine ABC transporter - permease subunit	-0.123	0.094	-0.031	-0.129	0.128	0.034	0.341	0.106	0.046	0.025	0.012	-0.153	0.024	0.114	0.043	0.093	0.016	0.201	0	-0.009	0.195	0.2
Putida	PP_4486	PP_4486		lysine / arginine / ornithine ABC transporter - periplasmic binding protein	-0.031	0.036	0.274	0.485	0.013	0.05	0.201	-0.049	-0.069	-0.022	0.021	-0.102	-0.058	0.158	-0.007	-0.026	0.144	-0.177	-0.191	-0.003	0.112	-0.141
Putida	PP_4487	PP_4487		acetyl-CoA synthetase	0.015	0.071	0.14	0.145	0.015	-0.019	0.009	0.085	-0.045	0.121	0.029	0.211	-0.069	0.02	-0.11	-0.049	-0.065	-0.02	-0.047	-0.02	-0.094	-0.009
Putida	PP_4488	PP_4488		conserved exported protein of unknown function	-0.47	-0.408	0.531	0.114	0.447	0.204	0.555	0.027	0.019	0.136	0.214	0.027	0.133	0.008	-0.347	0.001	0.158	0.026	0.08	-0.004	0.07	0.075
Putida	PP_4489	PP_4489		sigma-54 dependent transcriptional regulator	0.113	-0.015	-0.111	-0.038	-0.09	0.049	-0.138	0.004	-0.06	-0.159	-0.128	-0.184	0.01	-0.01	-0.036	-0.146	-0.017	-0.144	-0.086	-0.007	-0.216	-0.115
Putida	PP_4490	PP_4490		phenylalanine-4-hydroxylase	0.042	0.154	0.283	0.21	-0.282	0.055	0.081	0.207	0.201	0.015	0.075	0.004	-0.078	-0.209	-0.194	-0.125	-0.107	-0.317	0.075	-0.048	0.257	0.377
Putida	PP_4492	PP_4492		carbohydrate efflux transporter	0.046	0.011	0.071	0.038	-0.006	0.025	0.068	0.007	0.087	0.237	0.106	0.135	-0.147	-0.087	-0.016	-0.06	-0.145	-0.168	-0.039	-0.157	0.211	-0.053
Putida	PP_4493	PP_4493		putative oxidoreductase	-0.034	-0.008	0.306	-0.064	-0.282	-0.055	-0.174	-0.038	-0.081	0.03	0.02	0.102	0.023	-0.078	-0.101	-0.115	-0.122	-0.119	0.007	-0.212	-0.08	-0.092
Putida	PP_4494	PP_4494		putative LysR-type transcriptional activator protein	0.156	0.008	-0.039	-0.025	0.014	-0.085	0.186	0.278	-0.248	-0.079	-0.132	-0.23	0.054	0.144	0.235	0.156	-0.044	0.038	0.118	-0.05	0.091	-0.041
Putida	PP_4495	PP_4495		aromatic amino acid transport protein	0.112	0.094	0.037	0.028	0.056	0.082	0.003	-0.082	-0.109	0.068	-0.03	-0.092	-0.011	-0.102	0.002	0.132	-0.172	-0.132	-0.079	-0.228	-0.04	-0.282
Putida	PP_4497	PP_4497		conserved protein of unknown function	-0.02	-0.045	-0.063	0.171	0.25	-0.228	0.132	0.219	-0.149	0.297	0.079	0.171	-0.108	-0.358	-0.229	0.002	0.167	0.208	0.239	0.053	0.056	0.513
Putida	PP_4498	PP_4498		Segregation and condensation protein A	0.142	0.045	0.176	0.319	0.131	-0.082	-0.144	0.146	-0.182	0.348	-0.102	-0.021	0.038	0.108	0.348	0.408	-0.22	0.081	0.013	-0.239	0.007	-0.103
Putida	PP_4499	PP_4499		putative maturation enzyme	-0.314	-0.137	-0.103	-0.343	0.366	0.238	-0.126	-0.158	0.401	0.578	-0.116	-0.511	-0.025	0.034	-0.453	-0.191	-0.118	0.153	-0.383	-0.393	-0.749	-0.344
Putida	PP_4500	PP_4500		TrpH family protein	-0.242	-0.425	-0.309	-0.314	0.491	-0.059	0.045	-0.462	-0.161	-0.163	0.143	-0.402	-0.071	0.073	0.462	-0.104	0.333	-0.576	0.408	-0.258	-0.517	-0.23
Putida	PP_4502	PP_4502		putative enzyme	0.08	-0.164	0.429	-0.286	0.108	-0.215	-0.084	0.435	0.051	0.092	-0.015	0.357	-0.173	0.011	-0.648	-0.533	-0.232	0.111	-0.138	0.045	0.016	-0.587
Putida	PP_4503	PP_4503		DNA-binding response regulator	-0.173	-0.059	-0.246	-0.097	-0.591	-0.108	0.427	0.274	0.322	0.168	0.205	-0.096	-0.279	0.321	0.254	-1.263	0.388	-1.052	0.187	0.482	-0.566	0.304
Putida	PP_4504	PP_4504		conserved exported protein of unknown function	-0.173	-0.103	-0.971	0.206	-1.477	-0.508	-1.757	-0.266	-0.248	-0.826	-0.113	-1.668	0.283	0.331	-0.038	0.576	-1.058	-0.268	0.021	-0.013	-0.538	-0.526
Putida	PP_4505	PP_4505		Sensor histidine kinase	-0.532	-1.756	-1.188	-2.549	-3.146	-2.194	-1.992	-1.096	-1.562	-2.682	-1.57	-2.259	-1.066	-1.346	-1.682	-0.839	-1.801	-1.132	-1.208	-0.297	-0.66	0.417
Putida	PP_4506	PP_4506		Nitroreductase family protein	-0.175	-0.225	-0.305	-0.113	0.172	0.022	-0.393	-0.222	-0.21	-0.143	-0.092	-0.38	0.138	-0.086	-0.12	-0.102	0.042	-0.052	0.071	-0.05	-0.346	-0.023
Putida	PP_4507	PP_4507		potassium transporter	-0.667	-0.413	-0.597	-0.25	-0.149	-0.301	0.446	-0.045	-0.082	0.347	0.001	-0.048	-0.503	-0.67	-0.277	-0.262	-0.312	-0.319	-0.727	0.604	0.479	1.468
Putida	PP_4508	PP_4508		"putative transcriptional regulator, AraC family"	0.125	-0.318	0.179	-0.235	0.206	0.056	0.048	-0.135	-0.142	-0.101	0.001	-0.54	0.178	0.066	-0.059	-0.128	0.013	-0.182	-0.277	-0.203	-0.07	-0.242
Putida	PP_4509	PP_4509		conserved protein of unknown function	0.173	0.037	-0.559	0.368	0.481	-0.022	-0.328	-0.156	-0.29	-0.266	-0.598	-0.079	-0.034	-0.179	0.152	-0.15	-0.54	-0.174	0.091	0.084	0.388	0.318
Putida	PP_4510	PP_4510		conserved protein of unknown function	0.166	0.032	0.011	0.008	-0.025	-0.004	-0.047	0.025	-0.009	0.053	0.109	-0.151	0.064	0.167	0.277	0.285	-0.036	0.005	0.134	-0.096	-0.186	-0.032
Putida	PP_4511	PP_4511		"Transcriptional regulator, AraC family"	0.176	0.117	0.029	-0.275	-0.232	-0.106	0.136	-0.021	0.052	-0.068	-0.274	0.081	0.195	-0.042	0.266	-0.229	0.107	0.353	0.097	-0.204	0.322	0.218
Putida	PP_4512	PP_4512		putative permease of the drug/metabolite transporter (DMT) superfamily	-0.165	0.147	-0.393	0.23	0.181	-0.265	-0.243	0.15	0.347	-0.261	0.141	0.285	-0.075	0.143	0.407	0.168	0.229	0.137	-0.202	-0.11	-0.133	-0.694
Putida	PP_4513	PP_4513		conserved protein of unknown function	-0.19	-0.119	0.315	-0.031	0.105	0.198	0.172	0.024	-0.213	-0.512	-0.133	-0.121	-0.311	0.054	-0.238	-0.085	0.214	-0.054	-0.023	-0.236	-0.048	-0.153
Putida	PP_4514	PP_4514		putative esterase of the alpha-beta hydrolase superfamily	-0.08	-0.081	-0.448	0.127	-0.161	-0.048	0.071	-0.071	0.036	-0.058	0.007	-0.135	0.028	0.015	0.082	-0.005	-0.06	0.073	0.078	-0.196	-0.157	-0.12
Putida	PP_4515	PP_4515		"Transcriptional regulator, MarR family"	-0.513	-0.214	-0.371	-0.03	-0.839	0.129	0.315	0.033	0.018	0.153	-0.152	-0.003	-0.17	-0.084	-0.179	-0.03	-0.418	-0.097	-0.389	-0.058	-0.071	0.111
Putida	PP_4516	PP_4516		ATP-dependent DNA 3	0.005	-0.121	0.011	0.247	-0.081	0.154	0.136	0.021	0.047	0.061	0.005	0.327	0.089	0.162	0.299	-0.027	-0.086	0.056	0.199	-0.14	-0.075	0.069
Putida	PP_4517	PP_4517		conserved protein of unknown function	0.037	-0.092	0.215	1.105	1.263	-0.437	0.55	0.432	-0.225	1.108	0.033	1.359	-0.469	0.418	1.063	0.626	0.041	1.34	0.976	0.602	0.1	1.204
Putida	PP_4518	PP_4518		conserved protein of unknown function	0.055	0.418	0.201	-0.292	-0.19	0.068	0.15	-0.272	-0.075	-0.165	-0.515	-0.139	0.055	0.062	-0.76	0.015	-0.081	0.098	-0.328	0.199	-0.089	-0.374
Putida	PP_4519	PP_4519		Agglutination protein	0.398	0.524	0.382	0.453	0.508	-0.035	0.22	0.401	0.268	0.498	0.555	0.39	0.134	0.172	0.546	0.365	0.476	0.426	0.424	0.287	0.568	0.219
Putida	PP_4520	PP_4520		conserved protein of unknown function	-0.473	0.107	-0.454	0.185	-0.378	-0.128	-0.313	-0.08	-0.473	0.775	-0.213	0.149	-0.197	-0.115	0.161	0.289	0.152	0.404	0.269	0.188	-0.073	0.025
Putida	PP_4521	PP_4521		putative aerotaxis receptor	-0.01	0.058	-0.16	-0.153	0.131	0.023	-0.076	-0.184	-0.039	-0.149	-0.08	-0.236	-0.101	0.049	-0.004	0.087	-0.13	-0.178	-0.131	-0.147	0.078	-0.104
Putida	PP_4522	PP_4522		"Transcriptional regulator, LysR family"	-0.021	-0.032	0.022	0.138	-0.237	-0.015	-0.148	0.003	-0.067	0.045	0.016	0.011	0.076	-0.023	0.069	-0.251	-0.077	0.006	-0.016	-0.01	0.027	-0.065
Putida	PP_4523	PP_4523		putative Agmatinase	-0.12	0.02	0.043	0.287	0.416	-0.025	-0.057	0.009	0.002	-0.45	-0.124	-0.286	-0.052	-0.013	-0.273	-0.046	0.008	-0.206	-0.238	-0.132	-0.297	-0.044
Putida	PP_4524	PP_4524		putative Sodium-solute symporter	0.006	-0.093	-0.283	-0.016	-0.14	-0.07	-0.214	0.065	0.069	0.197	0.07	0.003	-0.106	0.011	-0.1	0.064	-0.157	-0.221	-0.115	0.113	0.04	-0.121
Putida	PP_4525	PP_4525		"Transcriptional regulator, LysR family"	0.118	-0.078	0.137	0.259	0.272	0.093	0.098	0.018	-0.054	-0.089	-0.185	-0.157	0.18	0.169	0.156	0.355	0.153	0.165	0.029	0.152	0.212	0.362
Putida	PP_4526	PP_4526		putative MFS superfamily transporter precursor	0.12	0.11	-0.298	-0.121	0.166	0.221	0.2	-0.201	-0.171	0.12	-0.255	-0.144	-0.201	-0.123	0.238	0.003	0.019	-0.145	0.114	0.002	0.005	0.215
Putida	PP_4527	PP_4527		putative permease of the drug/metabolite transporter (DMT) superfamily	-0.156	0.202	0.11	0.046	-0.309	-0.02	-0.165	-0.074	0.088	0.019	0.248	0.2	0.048	-0.142	-0.118	-0.093	-0.022	0.007	-0.066	0.319	0.346	0.255
Putida	PP_4528	PP_4528		conserved protein of unknown function	0.19	-0.188	0.27	-0.296	-0.282	0.154	0.117	-0.038	-0.895	0.163	-0.195	-0.523	0.154	-1.118	0.248	0.277	-0.516	-0.092	-0.423	-0.011	0.179	-0.165
Putida	PP_4529	PP_4529		conserved protein of unknown function	0.929	0.259	0.348	0.714	0.549	0.03	0.583	-0.352	0.197	-1.135	-0.432	-0.583	0.129	0.258	0.814	-0.009	0.258	0.073	0.11	0.032	0.584	0.491
Putida	PP_4530	PP_4530		conserved protein of unknown function	0.124	-0.004	-0.102	-0.136	-0.379	0.003	-0.008	0.152	0.1	0.022	-0.17	0.028	0.146	0.09	0.365	-0.115	0.211	0.059	-0.164	0.057	0.179	0.044
Putida	PP_4531	PP_4531		conserved exported protein of unknown function	-0.329	0.384	0.336	0.43	0.036	-0.409	-0.206	-0.151	-0.162	0.264	0.052	-0.001	-0.27	-0.119	-0.622	-0.38	-0.404	-0.183	0.421	0.151	-0.518	-0.63
Putida	PP_4532	PP_4532		ATP-dependent DEAD-box RNA helicase require for 50S ribosomal subunit biogenesis	0.732	0.583	-0.291	0.784	0.906	-0.213	-0.174	-1.768	-0.133	2.214	0.565	-0.366	-2.618	-1.133	-0.606	0.675	-0.511	0.36	0.402	0.43	-0.915	1.033
Putida	PP_4533	PP_4533		mechanosensitive channel of miniconductance	-0.099	-0.062	-0.059	-0.042	-0.188	-0.094	-0.298	-0.1	-0.196	-0.089	-0.083	-0.172	0.047	-0.062	-0.115	0.031	-0.129	-0.11	-0.073	0.03	0.006	-0.186
Putida	PP_4534	PP_4534		conserved protein of unknown function	0.316	0.114	0.232	0.131	-0.331	0.122	-0.086	-0.444	-0.046	-0.15	-0.479	-0.084	-0.192	0.18	-0.043	-0.244	-0.368	-0.283	0.002	0.458	0.284	-0.08
Putida	PP_4535	PP_4535		conserved protein of unknown function	-0.063	0.036	-0.003	-0.021	-0.146	0.006	0.155	-0.117	-0.066	0.206	-0.112	-0.031	-0.02	-0.021	-0.124	-0.104	-0.026	-0.07	-0.034	0.001	0.045	0.116
Putida	PP_4537	PP_4537		conserved membrane protein of unknown function	0.097	0.11	0.002	0.333	0.047	0.111	0.073	-0.023	-0.163	0.202	-0.055	-0.188	0.232	-0.041	-0.069	0.098	0.14	-0.059	-0.02	0.279	0.229	0.279
Putida	PP_4538	PP_4538		FMN-dependent NADH-azoreductase 2	0.238	0.154	0.033	-0.086	0.06	-0.255	0.378	-0.157	0.085	0.272	0.067	-0.351	-0.029	0	-0.029	0.109	0.447	0.102	-0.182	0.307	0.156	0.249
Putida	PP_4539	PP_4539		"Transcriptional regulator, LysR family"	0.204	-0.025	-0.038	0.109	0.29	-0.102	-0.236	-0.012	0.118	0.004	0.072	-0.067	0.055	0.055	0.285	-0.387	-0.137	-0.082	-0.217	0.139	0.033	-0.027
Putida	PP_4540	PP_4540		"Hydrolase, alpha/beta fold family"	-0.157	0.335	-0.159	0.173	0.056	-0.124	-0.118	-0.052	0.096	-0.223	-0.061	0.043	-0.222	0.05	-0.149	-0.073	-0.089	-0.144	-0.122	-0.123	0.148	0.039
Putida	PP_4541	PP_4541		peptidyl-prolyl cis-trans isomerase A (rotamase A)	-0.04	0.032	-0.188	-0.159	-0.731	-0.201	-0.463	-0.079	-0.057	-0.025	0.057	0.263	-0.186	-0.088	0.214	-0.118	0.014	0.249	0.112	-0.387	-0.284	-0.632
Putida	PP_4542	PP_4542		"putative ABC transporter, ATP-binding protein/permease protein"	-0.047	0.055	0.031	0	-0.018	0.039	-0.056	-0.047	-0.039	-0.114	0.004	0.109	0.075	0.081	0.131	0.206	0.3	0.246	0.221	0.156	0.011	0.054
Putida	PP_4543	PP_4543		conserved protein of unknown function	-0.051	0.194	-0.251	-0.13	-0.217	0.009	-0.323	-0.082	-0.101	0.041	0.089	-0.217	0.144	-0.062	-0.098	0.104	-0.042	0.152	0.019	0.045	0.119	-0.019
Putida	PP_4544	PP_4544		conserved exported protein of unknown function	0.113	0.064	0.02	0.016	-0.021	-0.058	0.275	-0.091	0.013	0.112	0.014	0.025	0.005	0.088	0.043	0.062	0.108	-0.114	0.125	-0.09	-0.159	-0.141
Putida	PP_4545	PP_4545		beta-ketodecanoyl-(Acyl-carrier-protein) synthase	0.068	-0.195	-0.066	0.295	-0.384	-0.129	-0.175	-0.109	0.202	0.453	0.121	0.533	-0.184	0.075	0.201	0.016	0.097	-0.115	-0.026	-0.094	0.263	0.316
Putida	PP_4546	PP_4546		ATP-dependent helicase HrpA	-0.299	-0.259	0.915	0.821	0.619	-0.283	1.212	-0.063	0.641	1.697	1.125	1.333	-0.443	-0.459	0.089	0.896	0.042	0.645	-0.102	0.824	0.771	1.769
Putida	PP_4547	PP_4547		putative Glutamine synthetase	0.028	-0.128	-0.184	0.06	-0.25	-0.174	-0.456	-0.247	-0.084	0.129	-0.005	-0.009	-0.035	-0.025	-0.003	0.014	-0.06	0.146	-0.07	-0.202	-0.264	-0.215
Putida	PP_4548	PP_4548		putative Oxidoreductase	-0.022	-0.025	-0.062	-0.011	-0.333	0.069	0.073	0.11	0.14	0.15	0.079	0.145	0.072	0.165	0.052	-0.157	0.345	0.061	-0.012	-0.034	-0.122	0.15
Putida	PP_4549	PP_4549		long-chain-fatty-acid/CoA ligase	-0.133	0.008	-0.28	-0.139	0.3	-0.083	0.043	0.098	0.192	0.181	0.204	0	-0.155	-0.085	-0.009	-0.148	-0.023	-0.141	-0.041	-0.021	0.088	0.106
Putida	PP_4550	PP_4550		long-chain-fatty-acid/CoA ligase	-0.253	-0.132	-0.145	0.012	-0.059	-0.04	-0.141	0.075	0.06	0.151	0.123	0.187	-0.079	-0.08	0.023	-0.101	-0.016	0.156	-0.001	0.185	0.136	0.139
Putida	PP_4551	PP_4551		"Hydrolase, alpha/beta fold family"	-0.04	-0.09	-0.284	-0.308	-0.207	-0.041	-0.447	0.131	-0.122	-0.096	-0.053	-0.136	-0.295	-0.145	-0.617	-0.551	-0.562	-0.391	-0.645	-0.113	-0.131	-0.204
Putida	PP_4553	PP_4553		"RNA polymerase sigma-70 factor, ECF subfamily"	-0.064	-0.013	-0.07	-0.192	0.027	-0.017	-0.084	0.119	0.05	-0.018	-0.133	-0.13	0.117	0.025	0.051	0.218	-0.33	-0.16	-0.067	0.016	0.106	0.187
Putida	PP_4555	PP_4555		conserved protein of unknown function	0.012	-0.522	-2.308	-0.604	-0.449	-0.404	-0.326	0.005	-0.229	0.118	-0.607	-1.16	-0.59	-0.018	-0.487	-0.293	-0.025	-0.506	-0.765	-0.253	0.078	-0.135
Putida	PP_4556	PP_4556		conserved protein of unknown function	0.001	-0.328	-0.536	0.169	-0.221	0.098	0.282	-0.416	-0.267	0.129	-0.111	-0.349	-0.324	0.157	0.128	0.628	-0.043	-0.135	0.255	0.604	0.648	0.769
Putida	PP_4557	PP_4557		conserved exported protein of unknown function	-0.05	-0.154	-0.28	-0.291	0.069	-0.059	-0.172	0.011	-0.051	-0.034	-0.034	0.158	-0.026	0.003	-0.252	0.129	0.026	-0.091	-0.294	-0.237	-0.346	-0.148
Putida	PP_4558	PP_4558		"Acetyltransferase, GNAT family"	0.204	0.218	-0.036	-0.364	0.08	0.071	-0.019	-0.007	0.013	0.114	-0.217	-0.011	0.124	0.15	0.054	-0.084	0.031	0.049	-0.101	0.003	-0.346	-0.119
Putida	PP_4559	PP_4559		peptide deformylase	-0.087	0.096	-0.405	0.284	0.175	0.083	-0.739	0.056	-0.429	-0.317	0.21	0.045	0.264	-0.185	0.267	0.522	0.091	0.221	0.116	-0.318	-0.344	0.207
Putida	PP_4560	PP_4560		putative Ribonuclease BN	0.016	0.138	1.189	1.328	1.188	0.488	2.292	0.229	0.193	1.838	1.279	1.147	0.335	0.294	1.484	1.858	1.358	1.488	1.432	0.909	0.782	1.661
Putida	PP_4561	PP_4561		stress response protein	-0.62	-0.433	0.306	-0.43	0.21	0.605	0.874	-1.616	-1.073	-2.162	-0.514	0.703	0.629	-0.522	-1.902	0.916	-0.759	0.229	0.589	0.048	-0.271	0.109
Putida	PP_4563	PP_4563		conserved protein of unknown function	-0.081	-0.097	-0.208	-0.017	0.06	0.094	0.156	-0.037	-0.023	-0.057	0.045	0.005	-0.307	0.1	-0.073	-0.148	-0.2	0.178	0.18	-0.086	-0.157	-0.317
Putida	PP_4564	PP_4564		putative Lipoprotein	-0.225	0.09	0.292	0.337	0.081	-0.165	-0.128	0.099	-0.142	0.11	-0.154	-0.082	0.167	0.143	-0.311	-0.089	-0.199	0.029	-0.124	-0.617	-0.06	0.509
Putida	PP_4565	PP_4565		Isocitrate dehydrogenase kinase/phosphatase	0.03	0.064	0.055	0.033	0.033	-0.121	0.001	0.039	0.011	0.087	-0.098	-0.015	-0.023	0.058	0.069	0.072	-0.027	0.22	0.173	0.077	-0.076	0.003
Putida	PP_4566	PP_4566		putative drug/metabolite transporter	0.275	0.112	0.323	0.131	0.243	-0.073	0.124	0.143	-0.109	0.095	-0.216	0.07	-0.118	-0.108	-0.154	0.098	0.331	-0.255	0.082	-0.061	-0.25	-0.227
Putida	PP_4567	PP_4567		conserved protein of unknown function	-0.111	0.161	-0.108	0.099	0.184	-0.027	-0.188	0.17	0.084	0.068	-0.025	-0.065	0.012	0.183	0.042	0.213	0.213	0.153	0.223	0.11	0.158	0.294
Putida	PP_4568	PP_4568		putative metabolite efflux pump	-0.158	0.254	0.118	0.067	0.404	-0.211	-0.255	0.231	0.191	0.015	-0.071	-0.377	-0.034	-0.185	0.166	0.135	-0.245	0.333	-0.092	-0.172	0.058	-0.222
Putida	PP_4569	PP_4569		conserved protein of unknown function	0.284	-0.482	0.116	-0.03	-0.402	-0.332	-0.137	0.119	0.373	0.291	0.211	0.472	0.138	-0.415	0.148	-0.626	-0.971	-1.095	-0.044	-0.004	0.306	0.322
Putida	PP_4570	PP_4570		conserved protein of unknown function	-0.066	-0.154	-0.011	0.002	-0.039	-0.012	0.02	0.095	-0.168	-0.184	-0.1	0.034	-0.031	-0.038	0.027	-0.025	-0.124	-0.418	-0.011	-0.391	-0.211	-0.192
Putida	PP_4571	PP_4571		cysteine synthase A	-0.466	0.092	-0.133	-0.312	0.044	-0.065	0.105	0.205	-0.155	0.373	-0.072	-0.108	-0.134	0.195	0.218	-0.153	0.048	0.115	0.109	-0.31	-0.395	0.083
Putida	PP_4572	PP_4572		conserved exported protein of unknown function	-0.205	-0.098	-0.389	-0.246	-0.016	0.117	-0.029	-0.022	-0.216	-0.278	-0.069	-0.341	0.059	0.189	-0.178	0.326	0.017	-0.095	0.113	-0.118	-0.28	-0.31
Putida	PP_4573	PP_4573		"ATPase, AAA family"	0.062	0.034	-0.268	0.102	0.066	0.095	0.114	0.049	-0.039	0.104	0.085	-0.473	-0.075	-0.141	-0.089	-0.125	0.013	-0.251	0.078	-0.239	-0.047	0.063
